,puuid,championId,championLevel,championPoints
4550,,203,5,147500
4551,,5,6,114011
4552,,131,6,81699
4553,,245,6,70403
4554,,78,5,52035
4555,,79,5,41672
4556,,254,5,39685
4557,,113,5,22978
4558,,60,5,21637
4559,,517,4,15250
4560,,518,3,9841
4561,,421,3,7120
4562,,120,3,7039
4563,,876,3,6396
4564,,163,3,6167
4565,,2,2,5839
4566,,57,2,5756
4567,,887,2,5478
4568,,68,2,3126
4569,,62,2,3108
4570,,91,2,2965
4571,,115,2,2686
4572,,238,2,2600
4573,,122,2,2034
4574,,8,1,1732
4575,,53,1,1682
4576,,222,1,1522
4577,,106,1,1353
4578,,888,1,1304
4579,,200,1,1244
4580,,427,1,1184
4581,,777,1,1179
4582,,56,1,1088
4583,,55,1,1068
4584,,80,1,1048
4585,,14,1,1042
4586,,82,1,1003
4587,,92,1,980
4588,,77,1,976
4589,,59,1,935
4590,,81,1,919
4591,,58,1,912
4592,,121,1,900
4593,,7,1,899
4594,,21,1,882
4595,,99,1,859
4596,,266,1,809
4597,,236,1,791
4598,,164,1,709
4599,,103,1,660
4600,,1,1,621
4601,,11,1,592
4602,,102,1,383
4603,,412,1,353
4604,,48,1,238
4605,,39,1,180
4606,,54,1,142
4607,,150,1,134
4608,,72,1,123
4609,,29,1,107
4610,,110,1,97
4611,,67,1,95
4612,,246,7,325544
4613,,777,6,137548
4614,,157,5,74981
4615,,91,5,34845
4616,,517,4,21132
4617,,30,4,14742
4618,,897,4,12875
4619,,18,3,11149
4620,,39,3,10729
4621,,79,3,6506
4622,,81,3,6119
4623,,84,2,5417
4624,,166,2,4113
4625,,523,2,3917
4626,,58,2,3186
4627,,105,2,2680
4628,,41,2,2462
4629,,142,2,2435
4630,,203,1,1602
4631,,1,1,1573
4632,,222,1,1270
4633,,103,1,1228
4634,,51,1,1098
4635,,77,1,1089
4636,,114,1,1037
4637,,76,1,994
4638,,117,1,919
4639,,238,1,843
4640,,107,1,826
4641,,17,1,796
4642,,234,1,775
4643,,38,1,743
4644,,11,1,724
4645,,23,1,714
4646,,32,1,705
4647,,126,1,692
4648,,131,1,671
4649,,20,1,660
4650,,22,1,626
4651,,55,1,624
4652,,245,1,551
4653,,80,1,531
4654,,360,1,497
4655,,164,1,421
4656,,266,1,316
4657,,112,1,284
4658,,60,1,211
4659,,13,1,168
4660,,4,1,164
4661,,202,1,133
4662,,134,1,127
4663,,145,1,95
4664,,517,7,423958
4665,,84,7,390158
4666,,777,5,324865
4667,,39,5,295759
4668,,7,5,281063
4669,,268,7,196482
4670,,13,5,149039
4671,,103,5,146503
4672,,64,7,120459
4673,,134,7,116723
4674,,142,5,115898
4675,,126,5,111557
4676,,163,5,107895
4677,,234,5,107624
4678,,145,5,105494
4679,,875,5,102732
4680,,58,5,97939
4681,,3,5,93070
4682,,157,5,89737
4683,,523,5,79908
4684,,4,5,79262
4685,,236,5,78036
4686,,79,5,74842
4687,,112,5,70186
4688,,18,5,69076
4689,,245,5,65968
4690,,711,5,65576
4691,,114,5,62972
4692,,150,5,61027
4693,,222,5,59163
4694,,1,5,58483
4695,,164,5,56119
4696,,238,5,48516
4697,,61,5,48104
4698,,266,5,47290
4699,,38,5,44786
4700,,81,5,44314
4701,,897,5,42882
4702,,221,5,42243
4703,,110,5,39420
4704,,14,5,38591
4705,,76,5,37348
4706,,127,5,36583
4707,,516,5,36487
4708,,23,5,34966
4709,,104,5,34620
4710,,89,5,34030
4711,,498,5,33137
4712,,246,5,30942
4713,,43,5,29462
4714,,24,5,28651
4715,,497,5,27426
4716,,518,5,24873
4717,,69,5,23904
4718,,78,5,23886
4719,,111,5,23309
4720,,42,5,23151
4721,,202,5,21948
4722,,360,4,21562
4723,,67,4,21549
4724,,166,4,20881
4725,,53,4,20378
4726,,80,4,20359
4727,,106,4,20076
4728,,50,4,18401
4729,,21,4,17176
4730,,54,4,17007
4731,,51,4,16354
4732,,99,4,15689
4733,,429,4,15324
4734,,876,4,15295
4735,,75,4,15227
4736,,105,4,15206
4737,,887,4,15045
4738,,555,4,14703
4739,,350,4,14405
4740,,235,4,13841
4741,,2,4,13212
4742,,91,3,12592
4743,,12,3,12502
4744,,147,3,12322
4745,,20,3,12152
4746,,117,3,12082
4747,,412,3,11521
4748,,92,3,11093
4749,,30,3,11019
4750,,45,3,10105
4751,,62,3,9509
4752,,86,3,9264
4753,,113,3,8816
4754,,32,3,8683
4755,,8,3,8653
4756,,115,3,8386
4757,,22,3,8348
4758,,141,3,7978
4759,,55,3,7763
4760,,82,3,7752
4761,,120,3,7645
4762,,131,3,7627
4763,,11,3,7265
4764,,60,3,6904
4765,,121,3,6724
4766,,254,2,5771
4767,,9,2,5607
4768,,5,2,5362
4769,,136,2,5033
4770,,98,2,5003
4771,,201,2,4932
4772,,41,2,4740
4773,,154,2,4691
4774,,15,2,4614
4775,,56,2,4318
4776,,17,2,3951
4777,,29,2,3805
4778,,85,2,3151
4779,,107,2,3014
4780,,48,2,2917
4781,,33,2,2823
4782,,36,2,2778
4783,,203,2,2699
4784,,888,2,2573
4785,,57,2,2290
4786,,223,2,2275
4787,,200,2,2142
4788,,28,2,2089
4789,,895,2,1907
4790,,267,1,1799
4791,,27,1,1792
4792,,526,1,1759
4793,,122,1,1758
4794,,34,1,1729
4795,,432,1,1716
4796,,427,1,1674
4797,,25,1,1559
4798,,19,1,1553
4799,,119,1,1426
4800,,16,1,1424
4801,,10,1,1220
4802,,77,1,1183
4803,,133,1,922
4804,,101,1,813
4805,,59,1,687
4806,,240,1,627
4807,,96,1,521
4808,,74,1,387
4809,,63,1,205
4810,,72,1,156
4811,,35,1,132
4812,,902,1,131
4813,,68,1,122
4814,,44,1,111
4815,,421,1,106
4816,,83,1,98
4817,,37,1,64
4818,,69,5,104662
4819,,236,5,101158
4820,,39,5,85231
4821,,7,5,79848
4822,,142,5,72788
4823,,134,5,68747
4824,,84,5,67403
4825,,61,5,62876
4826,,517,5,54986
4827,,126,5,47647
4828,,163,5,47244
4829,,18,5,46795
4830,,268,5,44999
4831,,266,5,31595
4832,,127,5,26987
4833,,777,5,26057
4834,,157,5,25941
4835,,897,4,20564
4836,,1,4,20156
4837,,13,4,19797
4838,,3,4,19164
4839,,112,4,16382
4840,,164,4,15853
4841,,518,4,15536
4842,,4,4,15322
4843,,246,4,15039
4844,,79,4,14116
4845,,103,4,13230
4846,,145,3,12257
4847,,42,3,11445
4848,,67,3,10446
4849,,43,3,9777
4850,,68,3,9003
4851,,122,3,8641
4852,,75,3,8236
4853,,55,3,7165
4854,,523,3,7001
4855,,58,2,5827
4856,,429,2,5276
4857,,235,2,5096
4858,,555,2,5008
4859,,22,2,4838
4860,,8,2,4422
4861,,10,2,4349
4862,,245,2,3869
4863,,136,2,3712
4864,,221,2,3273
4865,,222,2,2871
4866,,80,2,2709
4867,,81,2,2696
4868,,38,2,2437
4869,,78,2,2310
4870,,34,2,2283
4871,,25,2,2242
4872,,26,2,2200
4873,,154,2,2110
4874,,111,2,2078
4875,,117,2,1991
4876,,432,2,1979
4877,,498,2,1900
4878,,76,2,1879
4879,,32,2,1863
4880,,53,2,1848
4881,,12,1,1789
4882,,14,1,1774
4883,,51,1,1642
4884,,875,1,1484
4885,,133,1,1465
4886,,101,1,1371
4887,,15,1,1322
4888,,86,1,1232
4889,,105,1,1212
4890,,91,1,1204
4891,,21,1,1195
4892,,50,1,1167
4893,,35,1,1163
4894,,59,1,1010
4895,,888,1,980
4896,,876,1,975
4897,,166,1,933
4898,,360,1,931
4899,,24,1,915
4900,,240,1,882
4901,,45,1,882
4902,,16,1,858
4903,,238,1,846
4904,,92,1,843
4905,,114,1,840
4906,,29,1,767
4907,,202,1,761
4908,,57,1,754
4909,,203,1,672
4910,,420,1,647
4911,,85,1,640
4912,,90,1,616
4913,,64,1,616
4914,,99,1,547
4915,,54,1,532
4916,,62,1,408
4917,,5,1,229
4918,,110,1,178
4919,,161,1,167
4920,,31,1,160
4921,,106,1,140
4922,,6,1,134
4923,,56,1,127
4924,,412,1,110
4925,,104,1,105
4926,,141,1,98
4927,,150,1,75
4928,,28,1,73
4929,,107,7,688447
4930,,76,7,312203
4931,,64,7,262449
4932,,92,5,90678
4933,,5,7,65015
4934,,104,7,55880
4935,,81,6,50687
4936,,236,6,39756
4937,,238,7,36756
4938,,157,6,36321
4939,,517,6,34764
4940,,114,5,29941
4941,,421,6,28293
4942,,78,5,28014
4943,,60,6,27556
4944,,112,5,26524
4945,,39,6,26266
4946,,245,6,25264
4947,,43,5,23966
4948,,36,5,22266
4949,,35,4,20692
4950,,53,4,20410
4951,,145,4,18716
4952,,22,4,17984
4953,,16,4,15977
4954,,9,4,15889
4955,,57,4,14838
4956,,498,4,14057
4957,,11,4,13687
4958,,202,4,13107
4959,,412,4,13084
4960,,41,4,12738
4961,,4,3,12506
4962,,86,3,12124
4963,,117,3,12048
4964,,50,3,11841
4965,,67,3,11584
4966,,222,3,11527
4967,,163,3,11215
4968,,80,3,11084
4969,,96,3,10630
4970,,235,3,10387
4971,,30,3,9686
4972,,79,3,9551
4973,,38,3,9448
4974,,143,3,8906
4975,,134,3,8462
4976,,51,3,8405
4977,,20,3,8163
4978,,29,3,8074
4979,,2,3,8067
4980,,98,3,7945
4981,,133,3,7870
4982,,54,3,7801
4983,,164,3,7594
4984,,3,3,7412
4985,,45,3,7400
4986,,103,3,7248
4987,,203,3,7241
4988,,99,3,7171
4989,,201,3,7165
4990,,68,3,7164
4991,,876,3,7055
4992,,91,3,7033
4993,,75,3,6881
4994,,131,3,6840
4995,,25,3,6714
4996,,223,3,6700
4997,,115,3,6690
4998,,777,3,6600
4999,,42,3,6571
5000,,7,3,6313
5001,,74,3,6043
5002,,90,3,6036
5003,,120,2,5916
5004,,12,2,5772
5005,,24,2,5694
5006,,27,2,5652
5007,,8,2,5512
5008,,105,2,5379
5009,,55,2,5276
5010,,234,2,5202
5011,,13,2,5183
5012,,875,2,4953
5013,,17,2,4875
5014,,126,2,4863
5015,,15,2,4764
5016,,84,2,4624
5017,,101,2,4467
5018,,61,2,4442
5019,,432,2,4376
5020,,18,2,4355
5021,,420,2,4258
5022,,19,2,4258
5023,,127,2,4214
5024,,48,2,4193
5025,,21,2,4058
5026,,221,2,3989
5027,,110,2,3830
5028,,141,2,3818
5029,,266,2,3786
5030,,887,2,3622
5031,,497,2,3602
5032,,246,2,3584
5033,,113,2,3384
5034,,32,2,3384
5035,,111,2,3273
5036,,119,2,3187
5037,,350,2,3145
5038,,154,2,2926
5039,,56,2,2814
5040,,122,2,2698
5041,,142,2,2600
5042,,555,2,2448
5043,,429,2,2372
5044,,37,2,2318
5045,,161,2,2251
5046,,58,2,2147
5047,,23,2,2112
5048,,28,2,2049
5049,,34,2,1962
5050,,63,2,1912
5051,,150,1,1749
5052,,85,1,1681
5053,,147,1,1335
5054,,82,1,1322
5055,,254,1,1295
5056,,26,1,1291
5057,,77,1,1211
5058,,10,1,1202
5059,,59,1,1100
5060,,102,1,1091
5061,,121,1,1088
5062,,518,1,1010
5063,,268,1,1000
5064,,166,1,936
5065,,40,1,889
5066,,523,1,820
5067,,44,1,808
5068,,14,1,729
5069,,240,1,672
5070,,72,1,666
5071,,62,1,640
5072,,31,1,554
5073,,1,1,426
5074,,360,1,410
5075,,6,1,345
5076,,106,1,271
5077,,89,1,185
5078,,267,1,168
5079,,33,1,157
5080,,83,1,125
5081,,136,1,111
5082,,895,1,102
5083,,427,1,97
5084,,69,1,95
5085,,555,7,290234
5086,,35,7,210940
5087,,412,7,200273
5088,,111,5,140200
5089,,89,5,120817
5090,,497,5,120023
5091,,526,5,109858
5092,,43,5,94265
5093,,147,5,82623
5094,,12,7,75410
5095,,875,5,67546
5096,,79,5,66945
5097,,99,5,61952
5098,,432,5,61896
5099,,267,5,59133
5100,,57,5,55633
5101,,235,5,54217
5102,,117,5,51098
5103,,223,5,49456
5104,,3,5,45115
5105,,53,5,43257
5106,,22,5,33248
5107,,74,5,30876
5108,,350,5,28912
5109,,80,5,28783
5110,,202,5,28062
5111,,888,5,23483
5112,,32,5,23182
5113,,201,5,22906
5114,,98,5,22746
5115,,40,5,22467
5116,,234,4,19360
5117,,115,4,18002
5118,,16,4,17692
5119,,64,4,17538
5120,,254,4,16357
5121,,101,4,16148
5122,,44,4,16019
5123,,360,4,15020
5124,,81,4,14340
5125,,523,3,11953
5126,,145,3,11676
5127,,20,3,11491
5128,,143,3,11004
5129,,518,3,10049
5130,,711,3,9952
5131,,78,3,9751
5132,,516,3,9244
5133,,238,3,8939
5134,,119,3,8582
5135,,245,3,7740
5136,,498,3,7497
5137,,25,3,7295
5138,,236,3,7237
5139,,54,3,7218
5140,,29,3,7015
5141,,166,3,6771
5142,,39,3,6274
5143,,59,3,6241
5144,,157,2,5995
5145,,517,2,5958
5146,,63,2,5703
5147,,48,2,5587
5148,,14,2,5441
5149,,58,2,5180
5150,,1,2,4880
5151,,7,2,4655
5152,,164,2,4306
5153,,67,2,4118
5154,,106,2,4108
5155,,84,2,4013
5156,,103,2,3949
5157,,55,2,3600
5158,,110,2,3536
5159,,51,2,3526
5160,,36,2,3522
5161,,4,2,3486
5162,,26,2,3463
5163,,777,2,3372
5164,,37,2,3365
5165,,163,2,3329
5166,,200,2,3288
5167,,15,2,3216
5168,,33,2,3177
5169,,150,2,3090
5170,,76,2,2876
5171,,23,2,2770
5172,,246,2,2689
5173,,107,2,2687
5174,,68,2,2622
5175,,141,2,2583
5176,,222,2,2499
5177,,113,2,2450
5178,,429,2,2431
5179,,30,2,2413
5180,,266,2,2384
5181,,112,2,2327
5182,,887,2,2325
5183,,133,2,2256
5184,,136,2,2196
5185,,77,2,2191
5186,,121,2,2138
5187,,11,2,2056
5188,,131,2,1847
5189,,126,2,1810
5190,,420,2,1806
5191,,221,1,1796
5192,,91,1,1670
5193,,105,1,1547
5194,,56,1,1547
5195,,34,1,1531
5196,,21,1,1520
5197,,104,1,1475
5198,,85,1,1467
5199,,10,1,1408
5200,,154,1,1368
5201,,142,1,1347
5202,,24,1,1275
5203,,92,1,1246
5204,,161,1,1236
5205,,17,1,1062
5206,,2,1,1033
5207,,13,1,1006
5208,,203,1,964
5209,,114,1,928
5210,,902,1,839
5211,,18,1,767
5212,,9,1,762
5213,,45,1,761
5214,,62,1,738
5215,,75,1,715
5216,,268,1,689
5217,,897,1,671
5218,,38,1,630
5219,,134,1,605
5220,,240,1,539
5221,,6,1,517
5222,,120,1,500
5223,,27,1,429
5224,,876,1,317
5225,,5,1,311
5226,,86,1,170
5227,,82,1,134
5228,,42,1,129
5229,,421,1,112
5230,,41,1,106
5231,,90,1,104
5232,,61,1,104
5233,,96,1,95
5234,,114,7,493946
5235,,19,2,5677
5236,,23,2,4334
5237,,54,2,2931
5238,,62,1,1732
5239,,15,1,1510
5240,,64,1,1459
5241,,238,1,1423
5242,,99,1,1307
5243,,122,1,1070
5244,,11,1,1058
5245,,18,1,1035
5246,,86,1,910
5247,,59,1,805
5248,,777,1,779
5249,,266,1,738
5250,,201,1,684
5251,,121,1,676
5252,,222,1,667
5253,,81,1,661
5254,,888,1,658
5255,,75,1,640
5256,,202,1,634
5257,,21,1,622
5258,,5,1,554
5259,,4,1,502
5260,,24,1,243
5261,,78,1,156
5262,,164,1,140
5263,,92,1,137
5264,,20,1,126
5265,,17,1,124
5266,,58,1,122
5267,,48,1,120
5268,,57,1,104
5269,,119,1,99
5270,,51,1,99
5271,,14,1,89
5272,,236,1,88
5273,,412,1,87
5274,,110,1,71
5275,,517,5,304410
5276,,111,5,277309
5277,,84,5,192459
5278,,43,5,162194
5279,,777,5,154418
5280,,497,5,147983
5281,,89,5,132093
5282,,7,5,130647
5283,,142,5,112479
5284,,236,5,111314
5285,,875,5,110158
5286,,412,5,110135
5287,,61,5,98216
5288,,134,5,87364
5289,,80,5,86268
5290,,888,5,85739
5291,,166,5,82306
5292,,12,5,76033
5293,,350,6,74010
5294,,234,5,73593
5295,,117,6,66658
5296,,526,5,65149
5297,,223,5,64742
5298,,267,6,60758
5299,,55,5,60214
5300,,99,5,55927
5301,,22,5,51835
5302,,3,5,48446
5303,,39,5,41391
5304,,164,5,39577
5305,,1,5,39494
5306,,58,5,35375
5307,,555,5,34890
5308,,53,5,34149
5309,,266,5,32651
5310,,201,5,30453
5311,,74,5,26496
5312,,145,5,25628
5313,,516,5,24931
5314,,104,5,23746
5315,,4,5,23219
5316,,202,5,23104
5317,,81,4,20844
5318,,245,4,17561
5319,,38,4,17134
5320,,32,4,17096
5321,,523,4,17071
5322,,268,4,17027
5323,,51,4,15614
5324,,360,4,15305
5325,,13,4,15096
5326,,126,4,13653
5327,,246,4,13633
5328,,498,4,13393
5329,,131,4,12983
5330,,127,3,12272
5331,,235,3,11718
5332,,429,3,11539
5333,,64,3,11473
5334,,105,3,11418
5335,,157,3,11025
5336,,902,3,10982
5337,,238,3,10218
5338,,16,3,9959
5339,,79,3,9685
5340,,147,3,8767
5341,,67,3,8686
5342,,54,3,8372
5343,,56,3,8240
5344,,112,3,8204
5345,,42,3,7897
5346,,222,3,6527
5347,,76,3,6205
5348,,150,3,6167
5349,,86,3,6131
5350,,31,2,5889
5351,,518,2,5722
5352,,876,2,5399
5353,,240,2,5346
5354,,15,2,5342
5355,,37,2,4591
5356,,113,2,4160
5357,,98,2,4124
5358,,62,2,4070
5359,,23,2,3983
5360,,48,2,3970
5361,,114,2,3967
5362,,14,2,3951
5363,,25,2,3933
5364,,8,2,3927
5365,,141,2,3742
5366,,18,2,3517
5367,,24,2,3404
5368,,85,2,3402
5369,,110,2,3342
5370,,163,2,3297
5371,,101,2,3171
5372,,11,2,3095
5373,,120,2,2955
5374,,45,2,2766
5375,,82,2,2668
5376,,30,2,2507
5377,,115,2,2460
5378,,92,2,2424
5379,,69,2,2420
5380,,21,2,2400
5381,,35,2,2287
5382,,96,2,2284
5383,,60,2,2273
5384,,122,2,2213
5385,,68,2,2189
5386,,41,2,2100
5387,,121,2,2064
5388,,26,2,2021
5389,,432,2,1960
5390,,221,2,1880
5391,,203,1,1752
5392,,107,1,1621
5393,,119,1,1591
5394,,75,1,1571
5395,,711,1,1397
5396,,10,1,1335
5397,,897,1,1302
5398,,59,1,1201
5399,,36,1,1141
5400,,20,1,1090
5401,,154,1,1071
5402,,106,1,1050
5403,,33,1,1029
5404,,5,1,982
5405,,103,1,959
5406,,57,1,855
5407,,887,1,842
5408,,136,1,838
5409,,2,1,819
5410,,44,1,583
5411,,6,1,311
5412,,29,1,236
5413,,28,1,219
5414,,78,1,198
5415,,34,1,197
5416,,91,1,154
5417,,17,1,139
5418,,421,1,130
5419,,427,1,119
5420,,200,1,108
5421,,77,1,104
5422,,63,1,96
5423,,40,1,83
5424,,126,7,675961
5425,,164,7,339036
5426,,266,7,271651
5427,,58,5,225255
5428,,517,7,206292
5429,,62,5,164881
5430,,150,5,164666
5431,,875,5,164252
5432,,897,7,152715
5433,,79,7,146927
5434,,85,5,134347
5435,,41,7,133101
5436,,412,5,126462
5437,,24,7,113274
5438,,64,6,106061
5439,,84,5,103617
5440,,887,5,81653
5441,,39,5,70054
5442,,104,5,65930
5443,,523,6,64762
5444,,14,5,43702
5445,,350,5,40124
5446,,111,5,38409
5447,,68,5,38196
5448,,114,5,32923
5449,,516,6,32838
5450,,145,5,32378
5451,,54,5,31465
5452,,245,5,25506
5453,,13,5,24780
5454,,117,5,23147
5455,,81,5,22491
5456,,43,4,19037
5457,,157,4,18790
5458,,23,4,17163
5459,,113,4,16704
5460,,234,4,15525
5461,,4,4,15462
5462,,82,4,15423
5463,,61,4,13367
5464,,48,4,13302
5465,,8,4,13134
5466,,222,4,12970
5467,,202,3,11728
5468,,110,3,10985
5469,,22,3,10778
5470,,80,3,10447
5471,,10,3,9624
5472,,777,3,9122
5473,,236,3,8216
5474,,360,3,8017
5475,,7,3,7937
5476,,36,3,7609
5477,,221,3,7292
5478,,57,3,6750
5479,,75,2,5932
5480,,12,2,5624
5481,,134,2,5290
5482,,42,2,5180
5483,,201,2,5174
5484,,78,2,5114
5485,,26,2,4834
5486,,429,2,4411
5487,,497,2,4174
5488,,31,2,4042
5489,,106,2,3990
5490,,432,2,3640
5491,,498,2,3535
5492,,115,2,3436
5493,,38,2,2961
5494,,427,2,2910
5495,,119,2,2775
5496,,86,2,2579
5497,,166,2,2530
5498,,51,2,2458
5499,,268,2,2438
5500,,163,2,2434
5501,,112,2,2400
5502,,99,2,2340
5503,,238,2,2334
5504,,154,2,2328
5505,,142,2,2236
5506,,29,2,2213
5507,,59,2,2160
5508,,102,2,2133
5509,,76,2,2098
5510,,25,2,2088
5511,,72,2,2034
5512,,45,2,1924
5513,,40,2,1921
5514,,267,2,1882
5515,,141,2,1869
5516,,6,2,1867
5517,,15,2,1817
5518,,121,1,1789
5519,,20,1,1538
5520,,223,1,1504
5521,,122,1,1470
5522,,103,1,1369
5523,,35,1,1333
5524,,3,1,1280
5525,,420,1,1256
5526,,56,1,1158
5527,,18,1,1143
5528,,555,1,1016
5529,,34,1,1004
5530,,69,1,900
5531,,711,1,883
5532,,120,1,859
5533,,131,1,828
5534,,92,1,819
5535,,63,1,815
5536,,105,1,773
5537,,33,1,769
5538,,90,1,766
5539,,37,1,750
5540,,2,1,732
5541,,147,1,719
5542,,902,1,699
5543,,98,1,698
5544,,21,1,675
5545,,77,1,642
5546,,518,1,630
5547,,27,1,597
5548,,161,1,283
5549,,89,1,268
5550,,53,1,250
5551,,55,1,247
5552,,101,1,218
5553,,74,1,213
5554,,235,1,210
5555,,133,1,142
5556,,246,1,135
5557,,203,1,102
5558,,876,1,97
5559,,16,1,97
5560,,96,1,96
5561,,83,1,82
5562,,67,1,73
5563,,517,5,516726
5564,,236,6,365031
5565,,64,5,327505
5566,,142,5,321264
5567,,777,5,293754
5568,,39,5,291637
5569,,711,5,271828
5570,,7,5,254836
5571,,103,5,253949
5572,,84,6,246213
5573,,4,5,234758
5574,,157,5,201629
5575,,245,5,188079
5576,,875,5,182811
5577,,18,5,155831
5578,,234,5,151640
5579,,112,5,150663
5580,,134,5,149668
5581,,55,5,147695
5582,,3,5,138183
5583,,61,5,130025
5584,,126,5,129331
5585,,91,5,121836
5586,,13,5,116818
5587,,81,5,107864
5588,,58,5,102938
5589,,105,5,95848
5590,,145,5,90870
5591,,80,5,72161
5592,,266,5,70736
5593,,268,5,69862
5594,,76,5,69187
5595,,523,5,67819
5596,,202,5,67403
5597,,69,5,67383
5598,,79,5,66434
5599,,127,5,64712
5600,,42,5,61640
5601,,163,5,61197
5602,,222,5,58587
5603,,8,5,56449
5604,,555,5,55271
5605,,164,5,55226
5606,,166,5,54178
5607,,21,5,53590
5608,,38,5,52127
5609,,1,5,50978
5610,,60,5,47911
5611,,498,5,47575
5612,,114,5,47300
5613,,518,5,47176
5614,,240,5,45488
5615,,30,5,44752
5616,,360,5,43947
5617,,104,5,40935
5618,,51,5,36371
5619,,111,5,32833
5620,,50,5,32267
5621,,43,5,30281
5622,,41,5,29502
5623,,67,5,29194
5624,,24,5,28737
5625,,110,5,28487
5626,,78,5,28110
5627,,92,5,28064
5628,,238,5,27492
5629,,99,5,23126
5630,,14,5,22498
5631,,107,4,20656
5632,,89,4,20197
5633,,17,4,18686
5634,,412,4,17739
5635,,45,4,17069
5636,,121,4,16170
5637,,29,4,15986
5638,,876,4,15808
5639,,75,4,15599
5640,,12,4,15467
5641,,82,4,14669
5642,,106,4,14329
5643,,54,4,13397
5644,,113,4,12939
5645,,203,4,12919
5646,,897,4,12689
5647,,235,3,11727
5648,,22,3,11501
5649,,150,3,11300
5650,,101,3,10474
5651,,147,3,10177
5652,,122,3,10080
5653,,20,3,9346
5654,,221,3,9093
5655,,497,3,8795
5656,,133,3,8728
5657,,350,3,8301
5658,,31,3,8260
5659,,516,3,8147
5660,,26,3,7994
5661,,86,3,7963
5662,,10,3,7719
5663,,421,3,7623
5664,,33,3,7122
5665,,96,3,7077
5666,,90,3,7049
5667,,6,3,6774
5668,,85,3,6430
5669,,136,3,6372
5670,,28,3,6332
5671,,23,3,6098
5672,,201,3,6092
5673,,34,2,5950
5674,,15,2,5874
5675,,115,2,5524
5676,,141,2,5341
5677,,427,2,5328
5678,,254,2,5209
5679,,154,2,4907
5680,,53,2,4680
5681,,887,2,4602
5682,,32,2,4243
5683,,2,2,4163
5684,,246,2,4023
5685,,44,2,3900
5686,,40,2,3752
5687,,27,2,3601
5688,,16,2,3548
5689,,11,2,3156
5690,,77,2,3040
5691,,5,2,2991
5692,,68,2,2909
5693,,57,2,2791
5694,,102,2,2645
5695,,267,2,2539
5696,,429,2,2476
5697,,131,2,2289
5698,,120,2,2189
5699,,59,2,2138
5700,,223,2,2133
5701,,98,2,1954
5702,,119,2,1896
5703,,56,2,1894
5704,,117,1,1405
5705,,888,1,1391
5706,,200,1,1314
5707,,9,1,1213
5708,,35,1,889
5709,,526,1,859
5710,,432,1,722
5711,,48,1,644
5712,,62,1,629
5713,,25,1,507
5714,,63,1,327
5715,,74,1,222
5716,,19,1,155
5717,,143,1,152
5718,,72,1,133
5719,,83,1,130
5720,,420,1,93
5721,,18,5,34199
5722,,134,5,23798
5723,,7,5,22049
5724,,246,4,15946
5725,,45,3,12194
5726,,163,3,11889
5727,,127,3,11150
5728,,112,3,8885
5729,,517,3,8015
5730,,103,3,7953
5731,,79,3,7810
5732,,50,3,7791
5733,,14,3,7748
5734,,133,2,5876
5735,,101,2,5743
5736,,104,2,4710
5737,,61,2,3899
5738,,59,2,3881
5739,,268,2,3787
5740,,22,2,3775
5741,,114,2,3676
5742,,897,2,3531
5743,,92,2,2589
5744,,62,2,2583
5745,,64,2,2431
5746,,113,2,2274
5747,,777,2,2251
5748,,81,2,2128
5749,,266,2,2007
5750,,238,2,1920
5751,,51,2,1891
5752,,122,1,1699
5753,,1,1,1683
5754,,58,1,1651
5755,,245,1,1650
5756,,147,1,1626
5757,,111,1,1614
5758,,76,1,1570
5759,,145,1,1509
5760,,121,1,1479
5761,,43,1,1454
5762,,31,1,1430
5763,,57,1,1383
5764,,412,1,1275
5765,,222,1,1227
5766,,202,1,1208
5767,,67,1,1199
5768,,267,1,1198
5769,,13,1,1136
5770,,523,1,1101
5771,,105,1,1086
5772,,91,1,1065
5773,,516,1,1059
5774,,15,1,1029
5775,,21,1,1026
5776,,711,1,1015
5777,,126,1,988
5778,,8,1,949
5779,,25,1,925
5780,,498,1,910
5781,,75,1,846
5782,,895,1,833
5783,,518,1,818
5784,,56,1,798
5785,,29,1,771
5786,,119,1,692
5787,,40,1,643
5788,,99,1,619
5789,,236,1,613
5790,,421,1,609
5791,,17,1,576
5792,,235,1,569
5793,,120,1,548
5794,,115,1,532
5795,,136,1,457
5796,,82,1,385
5797,,10,1,276
5798,,234,1,272
5799,,84,1,257
5800,,131,1,255
5801,,203,1,244
5802,,16,1,234
5803,,54,1,177
5804,,48,1,166
5805,,555,1,146
5806,,154,1,138
5807,,254,1,126
5808,,55,1,107
5809,,80,1,103
5810,,42,1,100
5811,,11,1,99
5812,,69,1,98
5813,,888,1,91
5814,,81,5,787939
5815,,145,5,637334
5816,,523,5,478908
5817,,51,5,470826
5818,,222,5,359065
5819,,236,5,338422
5820,,498,5,331883
5821,,429,5,320033
5822,,110,5,289132
5823,,22,5,193781
5824,,202,5,193388
5825,,119,5,193280
5826,,39,5,179664
5827,,221,5,176217
5828,,157,5,144774
5829,,134,5,135084
5830,,360,5,124850
5831,,21,5,109871
5832,,67,5,98640
5833,,15,5,98325
5834,,18,5,95196
5835,,235,5,91733
5836,,79,5,75479
5837,,50,5,74658
5838,,142,5,61748
5839,,14,5,52024
5840,,96,5,50813
5841,,13,5,46859
5842,,112,5,44049
5843,,126,5,42434
5844,,7,5,41984
5845,,29,5,39253
